Nvalid,StateName,NPostCode,NYear,NClimateZone,StarRating,Exposure,X,CertificateHeating,CertificateSCool,CertificateLCool,TotalFlArea,TotFloorArea,SlabOnGroundArea,FloorsAboveGround,SubfloorFloorArea,FloorsAboveNeighbours_100,CeilingsBelowNeighbours,TotalSharedSurfaceArea,FloorHeightmin,FloorHeightmax,NumberofLiving,NumberofBedrooms,MStorey,NStorey
3208,     VIC,3550,17,66, 6.10,        Suburban,NA,169.95,22.02,     1.95,223.2,190.02,223.2,0,0,0,0,0,0.4,0.4,3,4,0,1
3209,     VIC,3556,17,66, 6.70,        Suburban,NA,159.47,20.12,     1.90,168.99,135.81,168.99,0,0,0,0,0,0.32,0.32,2,3,0,1
3210,     VIC,3465,17,66, 6.30,        Suburban,NA,156.62,16.75,     1.58,269.24,224.07,269.24,0,0,0,0,0,0.32,0.32,3,4,0,1
3211,     VIC,3350,17,66, 6.50,        Suburban,NA,175.93,19.73,     1.93,155.83,122.65,155.83,0,0,0,0,0,0.4,0.4,1,3,0,1
3212,     VIC,3564,17,66, 6.40,        Suburban,NA,163.55,7.86,     1.30,274.12,210.27,274.12,0,0,0,0,0,0.4,0.4,3,4,0,1
3213,     VIC,3551,17,66, 6.00,        Suburban,NA,188.47,5.57,     1.24,247.83,203.18,247.83,0,0,0,0,0,0.32,0.32,3,4,0,1
3214,     VIC,3551,17,66, 6.50,        Suburban,NA,191.09,13.35,     1.38,119.34,98.24,119.34,0,0,0,0,0,0.32,0.32,1,3,0,1
3215,     VIC,3550,17,66, 6.10,        Suburban,NA,171.6,13.48,     1.53,255.96,219.23,255.96,0,0,0,0,0,0.32,0.32,2,5,0,1
3216,     VIC,3691,17,66, 6.10,        Suburban,NA,173.53,11.23,     1.64,262.53,225.98,262.53,0,0,0,0,0,0.31,0.31,3,4,0,1
3217,     VIC,3678,17,66, 6.20,            Open,NA,181.56,3.08,     0.79,246.97,210.06,246.97,0,0,0,0,0,0.38,0.4,2,4,0,1
3218,     VIC,3551,17,66, 6.10,        Suburban,NA,200.49,6.06,     1.30,151.09,151.09,151.09,0,0,0,0,0,0.32,0.32,2,4,0,1
3219,     VIC,3717,17,66, 6.40,            Open,NA,174.18,16.51,     1.53,187.93,151.87,187.93,0,0,0,0,0,0.4,0.4,1,4,0,1
3220,     VIC,3631,17,66, 6.10,        Suburban,NA,181.94,12.27,     1.63,222.63,189.45,222.63,0,0,0,0,0,0.4,0.4,2,4,0,1
3221,     VIC,3350,17,66, 6.60,        Suburban,NA,173.07,8.14,     1.18,179.06,141.99,179.06,0,0,0,0,0,0.4,0.4,2,4,0,1
3222,     VIC,3350,17,66, 6.10,        Suburban,NA,179.48,19.93,     1.77,206.84,173.66,206.84,0,0,0,0,0,0.4,0.4,2,4,0,1
